"GEOID","year","County","Geography","variable","Variable_Description","estimate","moe"
"36073",2019,"Orleans","NA County","B03002_009","Two or More Races (Non-Hispanic)",2.18316057109329,0.442499511050264
"36055",2019,"Monroe","NA County","B03002_003","White (Non-Hispanic)",70.5716488125907,0.0454703830408924
"36055",2019,"Monroe","NA County","B03002_004","Black (Non-Hispanic)",14.47545608274,0.156455785433603
"36055",2019,"Monroe","NA County","B03002_012","Hispanic or Latino (Any Race)",8.76798131678462,0
"36055",2019,"Monroe","NA County","B03002_006","Asian (Non-Hispanic)",3.58772084413479,0.0808511840460838
"36055",2019,"Monroe","NA County","B03002_005","Native American (Non-Hispanic)",0.175289671900245,0.030806857149007
"36055",2019,"Monroe","NA County","B03002_007","Pacific Islander (Non-Hispanic)",0.0182957754247378,0.0072644990657047
"36055",2019,"Monroe","NA County","B03002_008","Other (Non-Hispanic)",0.194392613887839,0.061613714298014
"36055",2019,"Monroe","NA County","B03002_009","Two or More Races (Non-Hispanic)",2.20921488253709,0.166948950750732
"36051",2019,"Livingston","NA County","B03002_003","White (Non-Hispanic)",90.7581261499269,0.0330235410671321
"36051",2019,"Livingston","NA County","B03002_004","Black (Non-Hispanic)",2.57583620323631,0.20914909342517
"36051",2019,"Livingston","NA County","B03002_012","Hispanic or Latino (Any Race)",3.66089540972779,0
"36051",2019,"Livingston","NA County","B03002_006","Asian (Non-Hispanic)",1.29578084949128,0.201286345552044
"36051",2019,"Livingston","NA County","B03002_005","Native American (Non-Hispanic)",0.18556084980579,0.0802000283058923
"36051",2019,"Livingston","NA County","B03002_007","Pacific Islander (Non-Hispanic)",0.0471764872387602,0.0802000283058923
"36051",2019,"Livingston","NA County","B03002_008","Other (Non-Hispanic)",0.11479611894765,0.100643172776022
"36051",2019,"Livingston","NA County","B03002_009","Two or More Races (Non-Hispanic)",1.36182793162554,0.322372662798195
"36037",2019,"Genesee","NA County","B03002_003","White (Non-Hispanic)",90.5220730694714,0.036327151951287
"36037",2019,"Genesee","NA County","B03002_004","Black (Non-Hispanic)",2.01702186548575,0.288887351231663
"36037",2019,"Genesee","NA County","B03002_012","Hispanic or Latino (Any Race)",3.29712150567395,0
"36037",2019,"Genesee","NA County","B03002_006","Asian (Non-Hispanic)",0.787088292277885,0.115900913368392
"36037",2019,"Genesee","NA County","B03002_005","Native American (Non-Hispanic)",0.830334901743703,0.190285081649599
"36037",2019,"Genesee","NA County","B03002_007","Pacific Islander (Non-Hispanic)",0,0.048436202601716
"36037",2019,"Genesee","NA County","B03002_008","Other (Non-Hispanic)",0.117630777747025,0.128009964018821
"36037",2019,"Genesee","NA County","B03002_009","Two or More Races (Non-Hispanic)",2.42872958760033,0.371920841406034
"36123",2019,"Yates","NA County","B03002_003","White (Non-Hispanic)",94.7103274559194,0.223901483347327
"36123",2019,"Yates","NA County","B03002_004","Black (Non-Hispanic)",0.959577785774259,0.259885650313862
"36123",2019,"Yates","NA County","B03002_012","Hispanic or Latino (Any Race)",2.22302187037703,0
"36123",2019,"Yates","NA County","B03002_006","Asian (Non-Hispanic)",0.651713246171684,0.13594018631802
"36123",2019,"Yates","NA County","B03002_005","Native American (Non-Hispanic)",0.0839630562552477,0.0799648154811883
"36123",2019,"Yates","NA County","B03002_007","Pacific Islander (Non-Hispanic)",0.0239894446443565,0.0399824077405941
"36123",2019,"Yates","NA County","B03002_008","Other (Non-Hispanic)",0.167926112510495,0.183919075606733
"36123",2019,"Yates","NA County","B03002_009","Two or More Races (Non-Hispanic)",1.17948102834753,0.331853984246931
"36037",2020,"Genesee","NA County","B03002_003","White (Non-Hispanic)",90.2404698196476,0.076449942662543
"36037",2020,"Genesee","NA County","B03002_004","Black (Non-Hispanic)",2.17361086979185,0.300587274559544
"36037",2020,"Genesee","NA County","B03002_012","Hispanic or Latino (Any Race)",3.40375994718004,0
"36037",2020,"Genesee","NA County","B03002_006","Asian (Non-Hispanic)",0.802724397956702,0.104249921812559
"36037",2020,"Genesee","NA County","B03002_005","Native American (Non-Hispanic)",0.710636967022275,0.128574903568822
"36037",2020,"Genesee","NA County","B03002_007","Pacific Islander (Non-Hispanic)",0,0.0503874622094033
"36037",2020,"Genesee","NA County","B03002_008","Other (Non-Hispanic)",0.138999895750078,0.147687389234458
"36037",2020,"Genesee","NA County","B03002_009","Two or More Races (Non-Hispanic)",2.52979810265142,0.350974736768947
"36055",2020,"Monroe","NA County","B03002_003","White (Non-Hispanic)",69.9470046455044,0.0904339213332544
"36055",2020,"Monroe","NA County","B03002_004","Black (Non-Hispanic)",14.1786123776047,0.147224270741935
"36055",2020,"Monroe","NA County","B03002_012","Hispanic or Latino (Any Race)",9.09587610552777,0
"36055",2020,"Monroe","NA County","B03002_006","Asian (Non-Hispanic)",3.61318505041153,0.0820903154959601
"36055",2020,"Monroe","NA County","B03002_005","Native American (Non-Hispanic)",0.139957259206227,0.0262419861011676
"36055",2020,"Monroe","NA County","B03002_007","Pacific Islander (Non-Hispanic)",0.0273185804027539,0.00753616011110453
"36055",2020,"Monroe","NA County","B03002_008","Other (Non-Hispanic)",0.24236829214463,0.0818211669205635
"36055",2020,"Monroe","NA County","B03002_009","Two or More Races (Non-Hispanic)",2.75567768919799,0.178041782624845
"36073",2020,"Orleans","NA County","B03002_003","White (Non-Hispanic)",85.8851910200867,0.226467113036629
"36073",2020,"Orleans","NA County","B03002_004","Black (Non-Hispanic)",5.76506498621505,0.438164631744781
"36073",2020,"Orleans","NA County","B03002_012","Hispanic or Latino (Any Race)",5.12258763292635,0
"36073",2020,"Orleans","NA County","B03002_006","Asian (Non-Hispanic)",0.568629381646317,0.113233556518314
